instance_id,artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
45726.0,Kid Ink,Be Real (feat. DeJ Loaf),67.0,0.0702,0.762,206720.0,0.601,0.0003509999999999,A,0.151,-5.415,Minor,0.0817,99.95,0.377,Rap
63106.0,Kid Ink,Be Real (feat. DeJ Loaf),67.0,0.0702,0.762,206720.0,0.601,0.0003509999999999,A,0.151,-5.415,Minor,0.0817,99.95,0.377,Hip-Hop
38660.0,Vigiland,Be Your Friend‬‬,74.0,0.0688,0.6,180820.0,0.754,0.0,C,0.151,-4.204,Major,0.0488,,0.6409999999999999,Electronic
85779.0,Vigiland,Be Your Friend‬‬,75.0,0.0688,0.6,180820.0,0.754,0.0,C,0.151,-4.204,Major,0.0488,128.04399999999998,0.6409999999999999,Rap
87701.0,Bishop Briggs,Be Your Love,60.0,0.2239999999999999,0.6940000000000001,194067.0,0.45,6.829999999999999e-05,D,0.675,-8.087,Minor,0.0339,130.075,0.131,Rock
55656.0,Bishop Briggs,Be Your Love,56.0,0.2239999999999999,0.6940000000000001,194067.0,0.45,6.829999999999999e-05,D,0.675,-8.087,Minor,0.0339,,0.131,Alternative
82374.0,Weezer,Beach Boys,53.0,0.0115,0.617,231253.0,0.87,1.29e-05,F,0.396,-4.777,Major,0.0761,99.96600000000001,0.723,Rock
69178.0,Weezer,Beach Boys,44.0,0.0115,0.617,231253.0,0.87,1.29e-05,F,0.396,-4.777,Major,0.0761,99.96600000000001,0.723,Alternative
25203.0,Lil Peep,Beamer Boy,76.0,0.0509,0.743,203373.0,0.732,1.77e-05,G#,0.2269999999999999,-4.511,Major,0.104,123.994,0.3389999999999999,Rap
44121.0,Lil Peep,Beamer Boy,76.0,0.0509,0.743,203373.0,0.732,1.77e-05,G#,0.2269999999999999,-4.511,Major,0.104,123.994,0.3389999999999999,Hip-Hop
52870.0,Migos,Beast,58.0,0.0256,0.892,260224.0,0.46,0.0,C#,0.147,-7.814,Major,0.0997,136.964,0.093,Hip-Hop
21470.0,Migos,Beast,58.0,0.0256,0.892,260224.0,0.46,0.0,C#,0.147,-7.814,Major,0.0997,,0.093,Rap
86766.0,Argonaut & Wasp,Beast of Burden,47.0,0.0821,0.7929999999999999,166049.0,0.561,0.0028899999999999,C#,0.0659,-7.957000000000001,Minor,0.0303,115.035,0.652,Alternative
83444.0,Argonaut & Wasp,Beast of Burden,58.0,0.0821,0.7929999999999999,166049.0,0.561,0.0028899999999999,C#,0.0659,-7.957000000000001,Minor,0.0303,115.035,0.652,Rock
55258.0,Black Rebel Motorcycle Club,Beat the Devil's Tattoo,55.0,0.42,0.521,-1.0,0.921,0.0207,E,0.175,-2.744,Major,0.0382,96.51,0.7070000000000001,Blues
71394.0,Black Rebel Motorcycle Club,Beat the Devil's Tattoo,59.0,0.42,0.521,225760.0,0.921,0.0207,E,0.175,-2.744,Major,0.0382,96.51,0.7070000000000001,Rock
77237.0,Snoop Dogg,Beautiful,65.0,0.299,0.893,299147.0,0.74,0.0,B,0.0881,-4.936,Minor,0.132,101.025,0.963,Hip-Hop
34853.0,empty_field,Beautiful,64.0,0.131,0.7390000000000001,-1.0,0.938,0.0,C,0.124,-4.446000000000001,Minor,0.0868,130.018,0.655,Rap
72326.0,Snoop Dogg,Beautiful,65.0,0.299,0.893,299147.0,0.74,0.0,B,0.0881,-4.936,Minor,0.132,101.025,0.963,Rap
73300.0,empty_field,Beautiful,50.0,0.00227,0.497,195893.0,0.748,0.0,F#,0.136,-4.5,Major,0.0332,131.944,0.2739999999999999,Rap
71342.0,Zac Brown Band,Beautiful Drug,61.0,0.0424,0.61,191600.0,0.857,2e-06,G#,0.128,-5.267,Minor,0.0877,125.838,0.373,Country
85510.0,Thievery Corporation,Beautiful Drug,34.0,0.473,0.519,207547.0,0.32,0.846,A,0.11,-11.238,Minor,0.0293,60.933,0.0517,Jazz
44470.0,Zac Brown Band,Beautiful Drug,61.0,0.0424,0.61,-1.0,0.857,2e-06,G#,0.128,-5.267,Minor,0.0877,,0.373,Rock
46158.0,Thievery Corporation,Beautiful Drug,34.0,0.473,0.519,207547.0,0.32,0.846,A,0.11,-11.238,Minor,0.0293,60.933,0.0517,Electronic
23966.0,Guthrie Govan,Beautiful Imperfection,42.0,0.239,0.366,140690.0,0.493,0.73,C,0.172,-8.635,Major,0.0336,173.657,0.223,Jazz
85728.0,Guthrie Govan,Beautiful Imperfection,42.0,0.239,0.366,-1.0,0.493,0.73,C,0.172,-8.635,Major,0.0336,173.657,0.223,Classical
36162.0,Dru Hill,Beauty,58.0,0.5720000000000001,0.721,272560.0,0.289,0.0,C,0.121,-14.219,Minor,0.0715,119.87299999999999,0.508,Hip-Hop
68972.0,Dru Hill,Beauty,58.0,0.5720000000000001,0.721,272560.0,0.289,0.0,C,0.121,-14.219,Minor,0.0715,119.87299999999999,0.508,Rap
34914.0,Afroman,Because I Got High,67.0,0.166,0.8,197760.0,0.3389999999999999,0.0,G,0.0791,-8.531,Major,0.483,,0.8440000000000001,Hip-Hop
51141.0,Afroman,Because I Got High,67.0,0.166,0.8,197760.0,0.3389999999999999,0.0,G,0.0791,-8.531,Major,0.483,165.982,0.8440000000000001,Rap
39322.0,Carnage,"Bed Bugs (feat. Nessly, Yung Pinch, Takeoff)",56.0,0.512,0.765,-1.0,0.432,0.0,E,0.221,-9.708,Minor,0.214,129.969,0.245,Hip-Hop
71459.0,Carnage,"Bed Bugs (feat. Nessly, Yung Pinch, Takeoff)",56.0,0.512,0.765,240005.0,0.432,0.0,E,0.221,-9.708,Minor,0.214,129.969,0.245,Rap
87032.0,Young Money,BedRock,71.0,0.109,0.732,288133.0,0.659,0.0,G#,0.141,-6.089,Major,0.225,148.001,0.575,Hip-Hop
56829.0,Young Money,BedRock,71.0,0.109,0.732,288133.0,0.659,0.0,G#,0.141,-6.089,Major,0.225,,0.575,Rap
52666.0,Rae Sremmurd,Bedtime Stories (feat. The Weeknd) - From SR3MM,66.0,0.0544,0.8029999999999999,292727.0,0.64,4.77e-05,E,0.342,-4.527,Minor,0.0279,131.986,0.038,Hip-Hop
65846.0,Rae Sremmurd,Bedtime Stories (feat. The Weeknd) - From SR3MM,66.0,0.0544,0.8029999999999999,292727.0,0.64,4.77e-05,E,0.342,-4.527,Minor,0.0279,131.986,0.038,Rap
71114.0,GoldLink,Bedtime Story,53.0,0.179,0.765,164212.0,0.802,3.31e-06,G,0.4589999999999999,-8.125,Major,0.2789999999999999,115.073,0.397,Hip-Hop
80947.0,GoldLink,Bedtime Story,48.0,0.179,0.765,164212.0,0.802,3.31e-06,G,0.4589999999999999,-8.125,Major,0.2789999999999999,,0.397,Alternative
33009.0,Tenacious D,Beelzeboss (The Final Showdown),57.0,0.0149,0.47,335800.0,0.877,1.35e-06,D,0.171,-3.74,Major,0.208,130.709,0.433,Alternative
54085.0,Tenacious D,Beelzeboss (The Final Showdown),62.0,0.0149,0.47,-1.0,0.877,1.35e-06,D,0.171,-3.74,Major,0.208,130.709,0.433,Rock
54308.0,Bryson Tiller,Been That Way,65.0,0.0303,0.528,199320.0,0.759,0.0,F#,0.103,-6.476,Major,0.284,183.27599999999998,0.8009999999999999,Rap
51015.0,Bryson Tiller,Been That Way,65.0,0.0303,0.528,199320.0,0.759,0.0,F#,0.103,-6.476,Major,0.284,183.27599999999998,0.8009999999999999,Hip-Hop
54565.0,Louis Prima,Beep! Beep! - Remastered,30.0,0.688,0.63,132933.0,0.418,0.0,C,0.136,-12.073,Major,0.102,78.187,0.9,Blues
69084.0,Louis Prima,Beep! Beep! - Remastered,36.0,0.688,0.63,132933.0,0.418,0.0,C,0.136,-12.073,Major,0.102,78.187,0.9,Jazz
54855.0,Kip Moore,Beer Money,57.0,0.0223,0.745,218147.0,0.805,1.06e-06,D,0.13,-5.549,Major,0.0307,126.065,0.765,Rock
69126.0,Kip Moore,Beer Money,56.0,0.0223,0.745,218147.0,0.805,1.06e-06,D,0.13,-5.549,Major,0.0307,126.065,0.765,Country
44833.0,Jacquees,Before The Fame,55.0,0.0112,0.83,220480.0,0.65,0.0,G#,0.0938,-5.074,Major,0.1159999999999999,140.004,0.104,Hip-Hop
29555.0,Jacquees,Before The Fame,55.0,0.0112,0.83,220480.0,0.65,0.0,G#,0.0938,-5.074,Major,0.1159999999999999,,0.104,Rap
45371.0,Russ,Begging You,66.0,0.282,0.847,252267.0,0.55,0.000266,A#,0.113,-9.285,Major,0.3,88.01700000000001,0.529,Hip-Hop
24143.0,Russ,Begging You,66.0,0.282,0.847,252267.0,0.55,0.000266,A#,0.113,-9.285,Major,0.3,88.01700000000001,0.529,Rap
45161.0,The Who,Behind Blue Eyes,60.0,0.115,0.412,222467.0,0.523,7.34e-06,D,0.314,-10.714,Major,0.0335,128.592,0.294,Blues
30274.0,Limp Bizkit,Behind Blue Eyes,69.0,0.455,0.584,269973.0,0.491,0.0,G,0.1159999999999999,-6.631,Major,0.0263,120.28299999999999,0.0916,Alternative
34917.0,The Who,Behind Blue Eyes,58.0,0.0736,0.389,223373.0,0.487,0.0007509999999999,D,0.3329999999999999,-12.226,Major,0.0332,126.74700000000001,0.366,Rock
55217.0,Limp Bizkit,Behind Blue Eyes,57.0,0.495,0.585,269973.0,0.497,0.0,G,0.1169999999999999,-6.643,Major,0.0264,120.309,0.102,Rock
67149.0,Benjamin Booker,Believe,39.0,0.161,0.481,234274.0,0.5710000000000001,0.00494,A#,0.357,-8.582,Major,0.0296,167.63400000000001,0.634,Blues
36520.0,Benjamin Booker,Believe,48.0,0.161,0.481,234274.0,0.5710000000000001,0.00494,A#,0.357,-8.582,Major,0.0296,167.63400000000001,0.634,Rock
20465.0,Brooks & Dunn,Believe - with Kane Brown,60.0,0.2319999999999999,0.58,309034.0,0.3979999999999999,8.28e-06,A,0.0809,-7.71,Major,0.0314,120.039,0.15,Country
54203.0,Brooks & Dunn,Believe - with Kane Brown,61.0,0.2319999999999999,0.58,309034.0,0.3979999999999999,8.28e-06,A,0.0809,-7.71,Major,0.0314,120.039,0.15,Rock
64807.0,Derek & The Dominos,Bell Bottom Blues - 40th Anniversary Version / 2010 Remastered,56.0,0.601,0.413,301720.0,0.693,0.0553,D,0.166,-5.936,Major,0.0351,133.137,0.6679999999999999,Country
27551.0,Derek & The Dominos,Bell Bottom Blues - 40th Anniversary Version / 2010 Remastered,53.0,0.601,0.413,301720.0,0.693,0.0553,D,0.166,-5.936,Major,0.0351,133.137,0.6679999999999999,Blues
80221.0,The Jon Spencer Blues Explosion,Bellbottoms,54.0,0.0101,0.391,316853.0,0.883,0.1,D,0.352,-4.467,Major,0.216,116.96799999999999,0.476,Rock
21442.0,The Jon Spencer Blues Explosion,Bellbottoms,51.0,0.0101,0.391,316853.0,0.883,0.1,D,0.352,-4.467,Major,0.216,116.96799999999999,0.476,Blues
74541.0,Lil Durk,Benihana (feat. Kodak Black),57.0,0.071,0.775,-1.0,0.679,0.0,F,0.109,-6.376,Minor,0.1669999999999999,76.993,0.494,Hip-Hop
55865.0,Lil Durk,Benihana (feat. Kodak Black),57.0,0.071,0.775,161165.0,0.679,0.0,F,0.109,-6.376,Minor,0.1669999999999999,76.993,0.494,Rap
42555.0,Wiz Khalifa,Benz Boys (feat. Ty Dolla $ign),62.0,0.3329999999999999,0.785,218033.0,0.6509999999999999,7.5e-05,A,0.1119999999999999,-5.318,Major,0.375,171.96900000000002,0.69,Rap
28102.0,Wiz Khalifa,Benz Boys (feat. Ty Dolla $ign),62.0,0.3329999999999999,0.785,-1.0,0.6509999999999999,7.5e-05,A,0.1119999999999999,-5.318,Major,0.375,,0.69,Hip-Hop
81384.0,Danger Doom,Benzi Box,48.0,0.0654,0.894,180093.0,0.4579999999999999,0.0192,D,0.107,-8.594,Major,0.0507,,0.679,Alternative
23176.0,Danger Doom,Benzi Box,52.0,0.0654,0.894,180093.0,0.4579999999999999,0.0192,D,0.107,-8.594,Major,0.0507,97.015,0.679,Hip-Hop
27708.0,Eminem,Berzerk,70.0,0.0217,0.7390000000000001,-1.0,0.872,0.0,B,0.26,-4.059,Minor,0.3329999999999999,95.084,0.684,Hip-Hop
59888.0,Eminem,Berzerk,70.0,0.0217,0.7390000000000001,238746.0,0.872,0.0,B,0.26,-4.059,Minor,0.3329999999999999,95.084,0.684,Rap
79951.0,Dave Brubeck,Besame Mucho,44.0,0.866,0.517,-1.0,0.273,0.774,A#,0.979,-17.279,Minor,0.0627,63.423,0.321,Jazz
49103.0,Dave Brubeck,Besame Mucho,43.0,0.866,0.517,354573.0,0.273,0.774,A#,0.979,-17.279,Minor,0.0627,63.423,0.321,Classical
68498.0,American Authors,Best Day Of My Life,77.0,0.0629,0.6729999999999999,194240.0,0.902,0.000174,D,0.0552,-2.378,Major,0.0347,100.016,0.521,Rock
87369.0,American Authors,Best Day Of My Life,77.0,0.0629,0.6729999999999999,194240.0,0.902,0.000174,D,0.0552,-2.378,Major,0.0347,100.016,0.521,Rap
88267.0,Yelawolf,Best Friend,64.0,0.0174,0.75,314280.0,0.906,0.0,C,0.0551,-5.0280000000000005,Major,0.0477,,0.562,Hip-Hop
67777.0,Yelawolf,Best Friend,64.0,0.0174,0.75,314280.0,0.906,0.0,C,0.0551,-5.0280000000000005,Major,0.0477,135.96,0.562,Rap
29194.0,50 Cent,Best Friend,63.0,0.4039999999999999,0.5529999999999999,-1.0,0.637,0.0,A#,0.0911,-3.912,Minor,0.367,,0.667,Rap
66241.0,50 Cent,Best Friend,63.0,0.4039999999999999,0.5529999999999999,251547.0,0.637,0.0,A#,0.0911,-3.912,Minor,0.367,181.704,0.667,Hip-Hop
28963.0,DaBaby,Best Friend (feat. Rich The Kid),57.0,0.104,0.87,186867.0,0.606,0.0,C#,0.155,-6.712999999999999,Major,0.147,150.154,0.605,Rap
29368.0,DaBaby,Best Friend (feat. Rich The Kid),57.0,0.104,0.87,186867.0,0.606,0.0,C#,0.155,-6.712999999999999,Major,0.147,150.154,0.605,Hip-Hop
23774.0,The Unlikely Candidates,Best I Ever Had,52.0,0.00764,0.564,204187.0,0.8079999999999999,0.000395,C,0.0806,-3.794,Major,0.0404,82.516,0.368,Rock
56146.0,The Unlikely Candidates,Best I Ever Had,45.0,0.00764,0.564,204187.0,0.8079999999999999,0.000395,C,0.0806,-3.794,Major,0.0404,,0.368,Alternative
87858.0,Seether,Betray And Degrade,60.0,9.85e-05,0.58,244347.0,0.737,0.0367,A#,0.0823,-4.795,Major,0.0335,92.0,0.506,Rap
28197.0,Seether,Betray And Degrade,60.0,9.85e-05,0.58,244347.0,0.737,0.0367,A#,0.0823,-4.795,Major,0.0335,92.0,0.506,Rock
53134.0,Boosie Badazz,Betrayed (feat. Webbie),48.0,0.00707,0.8140000000000001,292120.0,0.809,0.0,F#,0.0724,-6.311,Major,0.0716,147.99,0.531,Hip-Hop
49810.0,Boosie Badazz,Betrayed (feat. Webbie),48.0,0.00707,0.8140000000000001,292120.0,0.809,0.0,F#,0.0724,-6.311,Major,0.0716,147.99,0.531,Rap
87718.0,Lil Yachty,Better,60.0,0.286,0.747,242431.0,0.54,0.0,A,0.275,-7.303,Major,0.119,134.921,0.556,Hip-Hop
78033.0,Lil Yachty,Better,60.0,0.286,0.747,242431.0,0.54,0.0,A,0.275,-7.303,Major,0.119,134.921,0.556,Rap
61110.0,Cam Meekins,Better Days,55.0,0.104,0.8079999999999999,227747.0,0.562,0.0,C,0.129,-6.311,Major,0.184,90.02600000000001,0.601,Hip-Hop
74700.0,Cam Meekins,Better Days,55.0,0.104,0.8079999999999999,227747.0,0.562,0.0,C,0.129,-6.311,Major,0.184,90.02600000000001,0.601,Rap
59401.0,2Pac,Better Dayz,58.0,0.0766,0.746,257627.0,0.732,0.0,C#,0.157,-4.2330000000000005,Major,0.1939999999999999,,0.627,Rap
69138.0,2Pac,Better Dayz,58.0,0.0766,0.746,257627.0,0.732,0.0,C#,0.157,-4.2330000000000005,Major,0.1939999999999999,90.881,0.627,Hip-Hop
35264.0,Jaden Smith,Better Things,60.0,0.2769999999999999,0.81,109733.0,0.5429999999999999,0.0,B,0.308,-6.147,Minor,0.22,79.973,0.445,Rap
39239.0,Jaden Smith,Better Things,60.0,0.2769999999999999,0.81,109733.0,0.5429999999999999,0.0,B,0.308,-6.147,Minor,0.22,,0.445,Hip-Hop
74622.0,Papa Roach,Between Angels And Insects,61.0,0.000207,0.519,234467.0,0.961,0.000419,D,0.195,-3.214,Minor,0.0642,93.46600000000001,0.344,Rap
27686.0,Papa Roach,Between Angels And Insects,60.0,0.000207,0.519,234467.0,0.961,0.000419,D,0.195,-3.214,Minor,0.0642,93.46600000000001,0.344,Alternative
63505.0,Bonobo,Between The Lines,41.0,0.5670000000000001,0.745,276573.0,0.509,0.524,A#,0.6609999999999999,-10.0,Minor,0.0395,99.493,0.486,Electronic
63796.0,Bonobo,Between The Lines,41.0,0.5670000000000001,0.745,276573.0,0.509,0.524,A#,0.6609999999999999,-10.0,Minor,0.0395,99.493,0.486,Jazz
84326.0,Weezer,Beverly Hills,68.0,0.0932,0.693,196093.0,0.823,0.0,F,0.3279999999999999,-3.761,Major,0.0726,87.904,0.741,Rock
22803.0,Weezer,Beverly Hills,66.0,0.0932,0.693,196093.0,0.823,0.0,F,0.3279999999999999,-3.761,Major,0.0726,87.904,0.741,Alternative
89710.0,Ella Fitzgerald,"Bewitched, Bothered, And Bewildered",50.0,0.971,0.353,423493.0,0.1119999999999999,0.0,F,0.0961,-16.495,Major,0.043,,0.296,Blues
62567.0,Ella Fitzgerald,"Bewitched, Bothered, And Bewildered",54.0,0.971,0.353,423493.0,0.1119999999999999,0.0,F,0.0961,-16.495,Major,0.043,63.11600000000001,0.296,Jazz
72215.0,Evans Blue,Beyond The Stars,59.0,6.72e-06,0.406,222049.0,0.952,0.0252,G#,0.198,-2.987,Major,0.0424,88.56299999999999,0.534,Rap
71940.0,Evans Blue,Beyond The Stars,53.0,6.72e-06,0.406,222049.0,0.952,0.0252,G#,0.198,-2.987,Major,0.0424,88.56299999999999,0.534,Alternative
25185.0,Bobby Darin,Beyond the Sea,65.0,0.723,0.521,172480.0,0.516,0.0,D,0.257,-7.456,Minor,0.0369,136.483,0.569,Rock
86130.0,Bobby Darin,Beyond the Sea,65.0,0.723,0.521,172480.0,0.516,0.0,D,0.257,-7.456,Minor,0.0369,,0.569,Jazz
79908.0,empty_field,Bicycle Race,52.0,0.0742,0.389,182000.0,0.5489999999999999,1.02e-06,A#,0.0285,-10.72,Minor,0.0826,164.862,0.69,Rock
71856.0,empty_field,Bicycle Race,22.0,0.0313,0.598,257120.0,0.918,1.2e-05,B,0.093,-4.988,Minor,0.0677,131.14700000000002,0.359,Anime
25929.0,In This Moment,Big Bad Wolf,53.0,0.00122,0.552,310267.0,0.987,0.000279,B,0.669,-3.642,Major,0.148,89.986,0.272,Alternative
50911.0,In This Moment,Big Bad Wolf,58.0,0.00122,0.552,310267.0,0.987,0.000279,B,0.669,-3.642,Major,0.148,89.986,0.272,Rock
70305.0,In This Moment,Big Bad Wolf,58.0,0.00122,0.552,310267.0,0.987,0.000279,B,0.669,-3.642,Major,0.148,89.986,0.272,Rap
67788.0,"Tyler, The Creator",Big Bag,55.0,0.0060799999999999,0.675,85413.0,0.5589999999999999,9.73e-05,A#,0.0843,-9.003,Minor,0.106,117.845,0.6679999999999999,Hip-Hop
56437.0,"Tyler, The Creator",Big Bag,55.0,0.0060799999999999,0.675,85413.0,0.5589999999999999,9.73e-05,A#,0.0843,-9.003,Minor,0.106,117.845,0.6679999999999999,Rap
53094.0,Smokepurpp,Big Bucks,58.0,0.0136,0.875,-1.0,0.8440000000000001,4.43e-06,A,0.153,-5.122999999999999,Minor,0.0839,88.039,0.86,Rap
46725.0,Smokepurpp,Big Bucks,58.0,0.0136,0.875,104328.0,0.8440000000000001,4.43e-06,A,0.153,-5.122999999999999,Minor,0.0839,88.039,0.86,Hip-Hop
57753.0,Morcheeba,Big Calm,37.0,0.0506,0.5489999999999999,360907.0,0.805,0.649,C,0.0762,-6.779,Major,0.0917,150.234,0.289,Electronic
45047.0,Morcheeba,Big Calm,38.0,0.0506,0.5489999999999999,360907.0,0.805,0.649,C,0.0762,-6.779,Major,0.0917,150.234,0.289,Jazz
56451.0,Kid Ink,Big Deal,60.0,0.00883,0.7170000000000001,159893.0,0.637,0.0,C,0.173,-6.487,Major,0.0613,160.125,0.251,Rap
42434.0,Kid Ink,Big Deal,60.0,0.00883,0.7170000000000001,159893.0,0.637,0.0,C,0.173,-6.487,Major,0.0613,160.125,0.251,Hip-Hop
91441.0,Key Glock,Big Glock,51.0,0.14,0.7879999999999999,145213.0,0.605,0.0,B,0.053,-7.662999999999999,Minor,0.249,135.222,0.601,Hip-Hop
80575.0,Key Glock,Big Glock,51.0,0.14,0.7879999999999999,145213.0,0.605,0.0,B,0.053,-7.662999999999999,Minor,0.249,135.222,0.601,Rap
23349.0,Big K.R.I.T.,Big K.R.I.T.,42.0,0.727,0.389,172194.0,0.805,0.0003399999999999,C#,0.0987,-6.716,Major,0.332,,0.376,Alternative
49563.0,Big K.R.I.T.,Big K.R.I.T.,46.0,0.727,0.389,172194.0,0.805,0.0003399999999999,C#,0.0987,-6.716,Major,0.332,139.07299999999998,0.376,Hip-Hop
80907.0,The Notorious B.I.G.,Big Poppa,75.0,0.432,0.778,252747.0,0.578,0.0,A,0.138,-7.22,Minor,0.2739999999999999,84.48700000000001,0.758,Hip-Hop
38807.0,The Notorious B.I.G.,Big Poppa,75.0,0.432,0.778,252747.0,0.578,0.0,A,0.138,-7.22,Minor,0.2739999999999999,84.48700000000001,0.758,Rap
47717.0,Drake,Big Rings,64.0,0.00196,0.7759999999999999,217707.0,0.675,0.0,G#,0.2269999999999999,-6.224,Minor,0.266,131.984,0.271,Hip-Hop
29794.0,Drake,Big Rings,64.0,0.00196,0.7759999999999999,217707.0,0.675,0.0,G#,0.2269999999999999,-6.224,Minor,0.266,131.984,0.271,Rap
65376.0,Counting Crows,Big Yellow Taxi,60.0,0.00295,0.6779999999999999,225573.0,0.866,0.0,C#,0.16,-4.341,Major,0.048,88.041,0.8420000000000001,Alternative
70838.0,Counting Crows,Big Yellow Taxi,59.0,0.00253,0.63,-1.0,0.88,0.0,C#,0.209,-4.313,Major,0.0598,88.042,0.835,Rock
61828.0,Moneybagg Yo,Bigg Facts,58.0,0.00141,0.858,180013.0,0.61,0.0,G,0.113,-4.453,Major,0.0998,,0.252,Hip-Hop
27043.0,Moneybagg Yo,Bigg Facts,58.0,0.00141,0.858,-1.0,0.61,0.0,G,0.113,-4.453,Major,0.0998,140.062,0.252,Rap
34745.0,Big Sean,Bigger Than Me,58.0,0.296,0.379,292520.0,0.644,0.0,A#,0.313,-7.933,Minor,0.1119999999999999,89.34899999999999,0.144,Rap
63058.0,Big Sean,Bigger Than Me,58.0,0.296,0.379,292520.0,0.644,0.0,A#,0.313,-7.933,Minor,0.1119999999999999,,0.144,Hip-Hop
42988.0,Ambrosia,Biggest Part of Me,63.0,0.238,0.498,324040.0,0.723,0.0,A#,0.353,-8.052999999999999,Major,0.05,153.227,0.882,Country
79139.0,Ambrosia,Biggest Part of Me,64.0,0.238,0.498,324040.0,0.723,0.0,A#,0.353,-8.052999999999999,Major,0.05,153.227,0.882,Rock
46928.0,Neal McCoy,Billy's Got His Beer Goggles On - Remastered Version,62.0,0.354,0.715,-1.0,0.775,0.0,C,0.144,-6.613,Major,0.0433,106.01299999999999,0.8029999999999999,Rock
43973.0,Neal McCoy,Billy's Got His Beer Goggles On - Remastered Version,62.0,0.354,0.715,219027.0,0.775,0.0,C,0.144,-6.613,Major,0.0433,106.01299999999999,0.8029999999999999,Country
77674.0,Shovels & Rope,Birmingham,52.0,0.0117,0.61,240560.0,0.61,0.0,G,0.134,-7.071000000000001,Major,0.0337,82.523,0.442,Alternative
31429.0,Shovels & Rope,Birmingham,56.0,0.0117,0.61,240560.0,0.61,0.0,G,0.134,-7.071000000000001,Major,0.0337,82.523,0.442,Country
45310.0,Shovels & Rope,Birmingham,52.0,0.0117,0.61,240560.0,0.61,0.0,G,0.134,-7.071000000000001,Major,0.0337,82.523,0.442,Blues
66867.0,Jeremih,Birthday Sex,70.0,0.261,0.675,226507.0,0.545,0.0,G,0.162,-5.614,Minor,0.0443,,0.445,Rap
83190.0,Jeremih,Birthday Sex,70.0,0.261,0.675,226507.0,0.545,0.0,G,0.162,-5.614,Minor,0.0443,60.048,0.445,Hip-Hop
47176.0,Theory of a Deadman,Bitch Came Back,63.0,0.00122,0.58,219360.0,0.877,0.0,C#,0.322,-4.1930000000000005,Minor,0.0395,129.968,0.614,Rock
33075.0,Theory of a Deadman,Bitch Came Back,63.0,0.00122,0.58,219360.0,0.877,0.0,C#,0.322,-4.1930000000000005,Minor,0.0395,129.968,0.614,Rap
27280.0,Kendrick Lamar,"Bitch, Don’t Kill My Vibe - Remix",62.0,0.0545,0.631,278800.0,0.7909999999999999,0.0,C#,0.226,-5.776,Major,0.2269999999999999,133.672,0.123,Hip-Hop
73115.0,Kendrick Lamar,"Bitch, Don’t Kill My Vibe - Remix",62.0,0.0545,0.631,278800.0,0.7909999999999999,0.0,C#,0.226,-5.776,Major,0.2269999999999999,133.672,0.123,Rap
58267.0,Tee Grizzley,Bitches On Bitches (feat. Lil Pump),62.0,0.325,0.91,192000.0,0.6609999999999999,0.0001139999999999,G,0.149,-6.999,Major,0.122,120.044,0.763,Rap
24015.0,Tee Grizzley,Bitches On Bitches (feat. Lil Pump),62.0,0.325,0.91,192000.0,0.6609999999999999,0.0001139999999999,G,0.149,-6.999,Major,0.122,120.044,0.763,Hip-Hop
25439.0,Pearl Jam,Black,71.0,0.3229999999999999,0.36,342653.0,0.684,0.0,E,0.34,-6.457000000000001,Minor,0.0308,77.15,0.2,Alternative
42875.0,Pearl Jam,Black,75.0,0.3229999999999999,0.36,-1.0,0.684,0.0,E,0.34,-6.457000000000001,Minor,0.0308,77.15,0.2,Rock
82403.0,Spiderbait,Black Betty - Edit,58.0,2.14e-05,0.5589999999999999,205973.0,0.847,0.447,G,0.217,-6.357,Major,0.0899,124.05,0.4029999999999999,Alternative
75092.0,Spiderbait,Black Betty - Edit,62.0,2.14e-05,0.5589999999999999,205973.0,0.847,0.447,G,0.217,-6.357,Major,0.0899,124.05,0.4029999999999999,Rock
48602.0,Hollywood Undead,Black Dahlia,50.0,0.0706,0.552,225547.0,0.703,0.0,F#,0.144,-7.404,Minor,0.0353,139.991,0.406,Alternative
43310.0,Hollywood Undead,Black Dahlia,55.0,0.0706,0.552,225547.0,0.703,0.0,F#,0.144,-7.404,Minor,0.0353,139.991,0.406,Rap
60803.0,The Blue Stones,Black Holes (Solid Ground),57.0,0.00798,0.562,185960.0,0.843,3.1e-05,B,0.1119999999999999,-4.238,Minor,0.0363,91.979,0.262,Blues
80849.0,The Blue Stones,Black Holes (Solid Ground),57.0,0.00798,0.562,185960.0,0.843,3.1e-05,B,0.1119999999999999,-4.238,Minor,0.0363,91.979,0.262,Alternative
85837.0,The Blue Stones,Black Holes (Solid Ground),60.0,0.00798,0.562,185960.0,0.843,3.1e-05,B,0.1119999999999999,-4.238,Minor,0.0363,91.979,0.262,Rock
61478.0,Thrice,Black Honey,60.0,0.00267,0.442,239451.0,0.892,7.92e-06,A,0.0758,-6.431,Minor,0.086,151.914,0.237,Rock
49145.0,Thrice,Black Honey,58.0,0.00267,0.442,239451.0,0.892,7.92e-06,A,0.0758,-6.431,Minor,0.086,151.914,0.237,Alternative
83040.0,Phantogram,Black Out Days,56.0,0.00471,0.542,227160.0,0.799,0.0161,E,0.0814,-3.641,Minor,0.0354,92.215,0.421,Rock
